Address,SoldPrice,Bedrooms,Bathrooms,AreaSqFt,PropertyType,Neighborhood
"50-54 Castle St, San Francisco, CA, 94133",1550000,3.0,3.0,3252.0,MULTI_FAMILY,San Francisco
"101 Lombard St Apt 804W, San Francisco, CA, 94111",2150000,3.0,2.0,2208.0,CONDOS,San Francisco
"1342 Mason St, San Francisco, CA, 94133",2425000,,7.0,4908.0,OTHER,San Francisco
"2050 Jackson St, San Francisco, CA, 94109",9000000,4.0,5.0,5664.0,SINGLE_FAMILY,San Francisco
"563 23rd Ave, San Francisco, CA, 94121",1370000,,1.0,1080.0,SINGLE_FAMILY,San Francisco
"580 Hayes St Unit 202, San Francisco, CA, 94102",850000,1.0,1.0,817.0,CONDOS,San Francisco
"720 York St Apt 109, San Francisco, CA, 94110",1060000,1.0,1.0,1276.0,CONDOS,San Francisco
"4598 17th St, San Francisco, CA, 94114",2000000,3.0,3.0,1568.0,CONDO,San Francisco
"255 Santa Ana Ave, San Francisco, CA, 94127",1975000,3.0,1.0,1697.0,SINGLE_FAMILY,San Francisco
"2351 Washington St, San Francisco, CA, 94115",4990000,0.0,,8925.0,MULTI_FAMILY,San Francisco
"2000 17th Ave, San Francisco, CA, 94116",1750000,2.0,1.0,1122.0,SINGLE_FAMILY,San Francisco
"2503 Broadway St, San Francisco, CA, 94115",8200000,5.0,3.0,4205.0,SINGLE_FAMILY,San Francisco
"3365 25th St, San Francisco, CA, 94110",1525000,10.0,7.0,4160.0,MULTI_FAMILY,San Francisco
"393 Paris St, San Francisco, CA, 94112",1150000,3.0,1.0,1200.0,SINGLE_FAMILY,San Francisco
"1731 Powell St Unit 201, San Francisco, CA, 94133",1900000,2.0,2.0,,CONDOS,San Francisco
"1300 22nd St Apt 101, San Francisco, CA, 94107",459448,2.0,2.0,883.0,CONDOS,San Francisco
"640 Davis St Unit 1, San Francisco, CA, 94111",2300000,3.0,3.0,2098.0,CONDOS,San Francisco
"2419-2421 16th Ave, San Francisco, CA, 94116",1260000,2.0,,1510.0,MULTI_FAMILY,San Francisco
"1776 Revere Ave, San Francisco, CA, 94124",1460000,3.0,2.0,2229.0,SINGLE_FAMILY,San Francisco
"2007 44th Ave, San Francisco, CA, 94116",1450000,3.0,1.0,1214.0,SINGLE_FAMILY,San Francisco
"1090 Ingerson Ave, San Francisco, CA, 94124",1080000,5.0,4.0,2057.0,SINGLE_FAMILY,San Francisco
"481 Day St, San Francisco, CA, 94131",3060000,3.0,3.0,2104.0,SINGLE_FAMILY,San Francisco
"109 Cornwall St, San Francisco, CA, 94118",1880000,3.0,2.0,1768.0,SINGLE_FAMILY,San Francisco
"565 Arguello Blvd Apt 4, San Francisco, CA, 94118",2030000,3.0,3.0,1833.0,CONDOS,San Francisco
"2091 31st Ave, San Francisco, CA, 94116",1207000,2.0,2.0,1450.0,SINGLE_FAMILY,San Francisco
"731 Noe St, San Francisco, CA, 94114",2680000,3.0,2.0,1769.0,SINGLE_FAMILY,San Francisco
"280 Spear St Unit 37B, San Francisco, CA, 94105",3495000,3.0,3.0,2196.0,CONDOS,San Francisco
"2154 Market St Apt A, San Francisco, CA, 94114",1330000,2.0,1.0,1097.0,CONDOS,San Francisco
"1340 Kearny St, San Francisco, CA, 94133",2421000,8.0,,5250.0,MULTI_FAMILY,San Francisco
"1249 Lombard St, San Francisco, CA, 94109",3500000,3.0,2.0,1615.0,CONDOS,San Francisco
"909 Central Ave, San Francisco, CA, 94115",1850000,4.0,3.0,2403.0,CONDOS,San Francisco
"84 Cortland Ave, San Francisco, CA, 94110",1380000,2.0,1.0,,SINGLE_FAMILY,San Francisco
"2450 33rd Ave, San Francisco, CA, 94116",1750000,3.0,2.0,1550.0,SINGLE_FAMILY,San Francisco
"718 Long Bridge St Apt 317, San Francisco, CA, 94158",1610000,2.0,2.0,,CONDOS,San Francisco
"316 San Jose Ave, San Francisco, CA, 94110",1850000,3.0,2.0,1566.0,CONDOS,San Francisco
"241-243 Missouri St, San Francisco, CA, 94107",2156000,6.0,4.0,2604.0,MULTI_FAMILY,San Francisco
"1210 Ortega St, San Francisco, CA, 94122",1288800,3.0,2.0,1424.0,SINGLE_FAMILY,San Francisco
"11 Imperial Ave, San Francisco, CA, 94123",1800000,3.0,1.0,1586.0,SINGLE_FAMILY,San Francisco
"1490 21st Ave, San Francisco, CA, 94122",2250000,10.0,,6155.0,MULTI_FAMILY,San Francisco
"3727-3729 Cesar Chavez St, San Francisco, CA, 94110",2220000,5.0,3.0,2604.0,MULTI_FAMILY,San Francisco
"140 Roanoke St, San Francisco, CA, 94131",1230000,2.0,1.0,950.0,SINGLE_FAMILY,San Francisco
"229 Winfield St, San Francisco, CA, 94110",1800000,4.0,1.0,1375.0,SINGLE_FAMILY,San Francisco
"30 Mason St Apt 301, San Francisco, CA, 94102",400000,1.0,1.0,769.0,CONDO,San Francisco
"1906 Greenwich St, San Francisco, CA, 94123",4950000,4.0,2.0,2346.0,SINGLE_FAMILY,San Francisco
"986 S Van Ness Ave Unit 402, San Francisco, CA, 94110",549000,1.0,1.0,509.0,CONDOS,San Francisco
"2750 Vallejo St, San Francisco, CA, 94123",20602083,6.0,7.0,7790.0,SINGLE_FAMILY,San Francisco
"785 Andover St, San Francisco, CA, 94110",1215000,3.0,2.0,1748.0,SINGLE_FAMILY,San Francisco
"2976-2978 21st St, San Francisco, CA, 94110",1250000,7.0,2.0,3105.0,MULTI_FAMILY,San Francisco
"479 19th Ave, San Francisco, CA, 94121",1850000,3.0,2.0,1780.0,SINGLE_FAMILY,San Francisco
"3812 18th St, San Francisco, CA, 94114",1650000,3.0,2.0,1362.0,SINGLE_FAMILY,San Francisco
"785 Bay St, San Francisco, CA, 94109",2900000,7.0,1.0,4353.0,MULTI_FAMILY,San Francisco
"2977 23rd St, San Francisco, CA, 94110",1200000,3.0,1.0,1260.0,CONDOS,San Francisco
"18 Montezuma St, San Francisco, CA, 94110",3200000,4.0,2.0,2551.0,SINGLE_FAMILY,San Francisco
"62-64 Baker St, San Francisco, CA, 94117",1600000,11.0,3.0,3660.0,MULTI_FAMILY,San Francisco
"239 Brannan St Unit 7J, San Francisco, CA, 94107",1500000,2.0,2.0,1530.0,CONDOS,San Francisco
"26 Albion St, San Francisco, CA, 94103",1338000,2.0,1.0,1340.0,SINGLE_FAMILY,San Francisco
"199 Tiffany Ave Apt 211, San Francisco, CA, 94110",690000,2.0,1.0,914.0,CONDOS,San Francisco
"601 Van Ness Ave Apt 348, San Francisco, CA, 94102",325000,0.0,1.0,442.0,CONDOS,San Francisco
"300 Beale St Apt 407, San Francisco, CA, 94105",1375000,1.0,1.0,1397.0,CONDOS,San Francisco
"380-382 Day St, San Francisco, CA, 94131",1400000,5.0,3.0,3316.0,MULTI_FAMILY,San Francisco
"280 Spear St Unit 12C, San Francisco, CA, 94105",1315000,2.0,2.0,1198.0,CONDOS,San Francisco
"61 Prospect Ave, San Francisco, CA, 94110",575000,1.0,1.0,503.0,APARTMENT,San Francisco
"950 Tennessee St Unit 318, San Francisco, CA, 94107",1340000,2.0,2.0,1334.0,CONDOS,San Francisco
"135 27th Ave, San Francisco, CA, 94121",3550000,3.0,2.0,2020.0,SINGLE_FAMILY,San Francisco
"73 Dolores Ter, San Francisco, CA, 94110",1580000,3.0,2.0,1540.0,CONDOS,San Francisco
"875 California St Unit 603, San Francisco, CA, 94108",1965000,2.0,2.0,1315.0,CONDOS,San Francisco
"318 Spear St Unit 5H, San Francisco, CA, 94105",900000,1.0,1.0,835.0,CONDOS,San Francisco
"38 Mars St, San Francisco, CA, 94114",2150000,2.0,1.0,1300.0,SINGLE_FAMILY,San Francisco
"612 19th Ave, San Francisco, CA, 94121",3300000,3.0,3.0,2485.0,SINGLE_FAMILY,San Francisco
"555 4th St Unit 522, San Francisco, CA, 94107",840000,2.0,2.0,1183.0,CONDOS,San Francisco
"1021 Cole St, San Francisco, CA, 94117",4350000,3.0,1.0,2180.0,SINGLE_FAMILY,San Francisco
"33 Hodges Aly, San Francisco, CA, 94133",2500000,,,,LAND,San Francisco
"930 Stanyan St, San Francisco, CA, 94117",500000,,4.0,0.0,MULTI_FAMILY,San Francisco
"20 Avila St, San Francisco, CA, 94123",3200000,3.0,2.0,,SINGLE_FAMILY,San Francisco
"263 Texas St, San Francisco, CA, 94107",1370000,2.0,1.0,1294.0,CONDOS,San Francisco
"116 Brighton Ave, San Francisco, CA, 94112",1025000,4.0,2.0,1454.0,SINGLE_FAMILY,San Francisco
"1251 Lombard St, San Francisco, CA, 94109",6050000,2.0,,1576.0,CONDO,San Francisco
"510 Douglass St, San Francisco, CA, 94114",2150000,3.0,1.0,1205.0,SINGLE_FAMILY,San Francisco
"1812 Scott St, San Francisco, CA, 94115",3200000,3.0,2.0,,SINGLE_FAMILY,San Francisco
"1440 Broadway Apt 102, San Francisco, CA, 94109",750000,1.0,1.0,782.0,CONDOS,San Francisco
"339 Frida Kahlo Way, San Francisco, CA, 94112",1225000,2.0,1.0,1047.0,SINGLE_FAMILY,San Francisco
"117 Frederick St Unit A, San Francisco, CA, 94117",1315000,1.0,1.0,992.0,CONDOS,San Francisco
"45 Bartlett St Unit 704, San Francisco, CA, 94110",1070000,2.0,2.0,962.0,CONDO,San Francisco
"948 Athens St, San Francisco, CA, 94112",1100000,,1.0,1135.0,SINGLE_FAMILY,San Francisco
"519 Orizaba Ave, San Francisco, CA, 94132",1175000,,3.0,1828.0,SINGLE_FAMILY,San Francisco
"1700 Gough St Unit 1, San Francisco, CA, 94109",630000,1.0,1.0,637.0,CONDOS,San Francisco
"1529A Golden Gate Ave, San Francisco, CA, 94115",1275000,2.0,1.0,,CONDOS,San Francisco
"2675 Pacific Ave, San Francisco, CA, 94115",5400000,4.0,3.0,2700.0,SINGLE_FAMILY,San Francisco
"2001 McAllister St Apt 310, San Francisco, CA, 94118",1100000,2.0,2.0,1015.0,CONDOS,San Francisco
"117A Frederick St, San Francisco, CA, 94117",1315000,,,923.0,CONDO,San Francisco
"117 Frederick St, San Francisco, CA, 94117",1785000,2.0,1.0,986.0,CONDOS,San Francisco
"1210 36th Ave, San Francisco, CA, 94122",1260000,2.0,4.0,1335.0,SINGLE_FAMILY,San Francisco
"6 Idora Ave, San Francisco, CA, 94127",1540000,4.0,2.0,1603.0,SINGLE_FAMILY,San Francisco
"2920 Buchanan St Apt 4, San Francisco, CA, 94123",1006000,1.0,1.0,,CONDOS,San Francisco
"1701 Jackson St Apt 206, San Francisco, CA, 94109",1068000,2.0,2.0,1145.0,CONDOS,San Francisco
"64 Parker Ave, San Francisco, CA, 94118",3750000,5.0,3.0,3698.0,CONDOS,San Francisco
"280 Spear St Unit 23C, San Francisco, CA, 94105",1589000,2.0,2.0,1204.0,CONDOS,San Francisco
"210 San Marcos Ave, San Francisco, CA, 94116",2200000,4.0,2.0,2247.0,SINGLE_FAMILY,San Francisco
"658-660 33rd Ave, San Francisco, CA, 94121",1300000,4.0,1.0,2550.0,MULTI_FAMILY,San Francisco
"3958 18th St, San Francisco, CA, 94114",1500000,2.0,1.0,1128.0,CONDOS,San Francisco
"1529 Golden Gate Ave, San Francisco, CA, 94115",1310000,2.0,2.0,,CONDOS,San Francisco
"653 Guerrero St, San Francisco, CA, 94110",1325000,3.0,1.0,1505.0,CONDOS,San Francisco
"536 Rockdale Dr, San Francisco, CA, 94127",2800000,4.0,4.0,2420.0,SINGLE_FAMILY,San Francisco
"27 Arnold Ave, San Francisco, CA, 94110",2375000,3.0,2.0,1810.0,SINGLE_FAMILY,San Francisco
"280 Spear St Unit 8B, San Francisco, CA, 94105",1285000,2.0,2.0,1293.0,CONDOS,San Francisco
"462 Prentiss St, San Francisco, CA, 94110",2325000,3.0,3.0,1974.0,SINGLE_FAMILY,San Francisco
"1215 Bay St, San Francisco, CA, 94123",4850000,,12.0,11802.0,OTHER,San Francisco
"1911 Vallejo St Unit A, San Francisco, CA, 94123",4650000,3.0,3.0,3031.0,TOWNHOMES,San Francisco
"17 14th Ave, San Francisco, CA, 94118",1760000,2.0,1.0,1590.0,CONDOS,San Francisco
"255 Berry St Apt 514, San Francisco, CA, 94158",1500000,2.0,2.0,1533.0,CONDOS,San Francisco
"2801 Green St, San Francisco, CA, 94123",7650000,,,,LAND,San Francisco
"5320 Diamond Heights Blvd Apt 105K, San Francisco, CA, 94131",675000,1.0,1.0,682.0,CONDOS,San Francisco
"20 Presidio Ave, San Francisco, CA, 94115",441000,0.0,1.0,313.0,CONDOS,San Francisco
"55 Teresita Blvd, San Francisco, CA, 94127",2100000,4.0,3.0,2283.0,SINGLE_FAMILY,San Francisco
"3872 19th St, San Francisco, CA, 94114",4000000,4.0,3.0,3471.0,SINGLE_FAMILY,San Francisco
"55 Ford St, San Francisco, CA, 94114",935000,,3.0,2860.0,MULTI_FAMILY,San Francisco
"150 DE Soto St, San Francisco, CA, 94127",2650000,3.0,3.0,2640.0,SINGLE_FAMILY,San Francisco
"586 Cambridge St, San Francisco, CA, 94134",1150000,2.0,1.0,1188.0,SINGLE_FAMILY,San Francisco
"44 Turquoise Way, San Francisco, CA, 94131",2300000,3.0,2.0,1750.0,SINGLE_FAMILY,San Francisco
"1506 Jackson St # 2, San Francisco, CA, 94109",630000,,8.0,6150.0,OTHER,San Francisco
"2853 Green St, San Francisco, CA, 94123",7650000,4.0,3.0,4090.0,SINGLE_FAMILY,San Francisco
"1510 Jackson St Apt 2, San Francisco, CA, 94109",630000,2.0,1.0,,SINGLE_FAMILY,San Francisco
"3520 Baker St, San Francisco, CA, 94123",6875000,3.0,3.0,3051.0,SINGLE_FAMILY,San Francisco
"420 Mission Bay Blvd N Unit 1504, San Francisco, CA, 94158",1800000,2.0,2.0,1332.0,CONDOS,San Francisco
"1209 Oak St Apt 2, San Francisco, CA, 94117",960000,2.0,1.0,765.0,CONDOS,San Francisco
"3743 San Bruno Ave, San Francisco, CA, 94134",800000,2.0,2.0,1045.0,SINGLE_FAMILY,San Francisco
"170 22nd Ave, San Francisco, CA, 94121",2650000,3.0,3.0,,SINGLE_FAMILY,San Francisco
"2419 34th Ave, San Francisco, CA, 94116",1802000,5.0,5.0,2520.0,SINGLE_FAMILY,San Francisco
"831 Oak St, San Francisco, CA, 94117",920000,3.0,2.0,,SINGLE_FAMILY,San Francisco
"347 5th Ave Apt 3, San Francisco, CA, 94118",1550000,3.0,3.0,1640.0,SINGLE_FAMILY,San Francisco
"2427 26th Ave, San Francisco, CA, 94116",1970000,3.0,2.0,1973.0,SINGLE_FAMILY,San Francisco
"151 Summit Way, San Francisco, CA, 94132",1400000,3.0,2.0,2133.0,TOWNHOMES,San Francisco
"1597 Dolores St, San Francisco, CA, 94110",2350000,3.0,2.0,1920.0,CONDOS,San Francisco
"1310 Fillmore St Apt 607, San Francisco, CA, 94115",725000,1.0,1.0,744.0,CONDOS,San Francisco
"701 Minnesota St Apt 203, San Francisco, CA, 94107",1150000,2.0,2.0,1277.0,CONDOS,San Francisco
"1306-1308A Page St, San Francisco, CA, 94117",3425000,6.0,5.0,5250.0,MULTI_FAMILY,San Francisco
"860 N Point St, San Francisco, CA, 94109",1495000,3.0,1.0,1675.0,CONDOS,San Francisco
"871-873 Alvarado St, San Francisco, CA, 94114",2450000,4.0,3.0,2055.0,MULTI_FAMILY,San Francisco
"1125 18th St Apt 2, San Francisco, CA, 94107",570000,1.0,1.0,559.0,CONDOS,San Francisco
"325 Broadway, San Francisco, CA, 94133",3498000,,3.0,0.0,COMMERCIAL,San Francisco
"1200 California St Unit 8B, San Francisco, CA, 94109",2228800,2.0,2.0,1800.0,CONDOS,San Francisco
"1207 Indiana St Apt 5, San Francisco, CA, 94107",1030000,2.0,2.0,1467.0,CONDOS,San Francisco
"2450 16th Ave, San Francisco, CA, 94116",1650000,3.0,3.0,1894.0,SINGLE_FAMILY,San Francisco
"1818 Lyon St, San Francisco, CA, 94115",2135000,3.0,3.0,1867.0,CONDOS,San Francisco
"165 Dalewood Way, San Francisco, CA, 94127",1430000,3.0,2.0,1234.0,SINGLE_FAMILY,San Francisco
"34 Collins St, San Francisco, CA, 94118",2150000,2.0,2.0,1690.0,CONDOS,San Francisco
"1273 28th Ave, San Francisco, CA, 94122",2400000,3.0,2.0,2250.0,SINGLE_FAMILY,San Francisco
"462 London St, San Francisco, CA, 94112",1160000,2.0,1.0,1250.0,SINGLE_FAMILY,San Francisco
"1122 Hollister Ave, San Francisco, CA, 94124",718000,2.0,1.0,912.0,SINGLE_FAMILY,San Francisco
"714 Chenery St, San Francisco, CA, 94131",2758000,4.0,4.0,2497.0,SINGLE_FAMILY,San Francisco
"405 Holladay Ave, San Francisco, CA, 94110",1100000,2.0,2.0,1342.0,SINGLE_FAMILY,San Francisco
"221 Filbert St, San Francisco, CA, 94133",1400000,1.0,1.0,1082.0,SINGLE_FAMILY,San Francisco
"1670 27th Ave, San Francisco, CA, 94122",2836000,4.0,4.0,2545.0,SINGLE_FAMILY,San Francisco
"135 Scott St, San Francisco, CA, 94117",1390000,2.0,1.0,1091.0,CONDOS,San Francisco
"3226 Octavia St, San Francisco, CA, 94123",1950000,3.0,2.0,,CONDOS,San Francisco
"2375 31st Ave, San Francisco, CA, 94116",1626500,4.0,3.0,1871.0,SINGLE_FAMILY,San Francisco
"1048 Le Conte Ave, San Francisco, CA, 94124",950000,3.0,3.0,1556.0,SINGLE_FAMILY,San Francisco
"112 S Lake Merced Hls, San Francisco, CA, 94132",1250000,3.0,2.0,2062.0,TOWNHOMES,San Francisco
"56 Patton St, San Francisco, CA, 94110",475000,5.0,2.0,0.0,MULTI_FAMILY,San Francisco
"258 Sussex St, San Francisco, CA, 94131",1462500,2.0,1.0,1193.0,SINGLE_FAMILY,San Francisco
"1750 Stockton St, San Francisco, CA, 94133",2100000,10.0,,6178.0,MULTI_FAMILY,San Francisco
"301 Mission St Apt 14E, San Francisco, CA, 94105",825000,2.0,2.0,1136.0,CONDOS,San Francisco
"2364 Pacific Ave Apt 3, San Francisco, CA, 94115",879000,1.0,1.0,,SINGLE_FAMILY,San Francisco
"359 Harkness Ave, San Francisco, CA, 94134",979000,3.0,2.0,1105.0,SINGLE_FAMILY,San Francisco
"715 19th Ave, San Francisco, CA, 94121",750000,,1.0,1244.0,SINGLE_FAMILY,San Francisco
"2486 Fulton St, San Francisco, CA, 94118",1045000,2.0,2.0,1135.0,SINGLE_FAMILY,San Francisco
"1322 DE Haro St, San Francisco, CA, 94107",1210000,3.0,3.0,1950.0,CONDOS,San Francisco
"1347 Green St, San Francisco, CA, 94109",1795000,2.0,2.0,1483.0,CONDOS,San Francisco
"65 5th Ave, San Francisco, CA, 94118",6025000,4.0,3.0,3661.0,SINGLE_FAMILY,San Francisco
"177 Townsend St Unit 539, San Francisco, CA, 94107",635000,1.0,1.0,681.0,CONDOS,San Francisco
"350 San Jose Ave Apt 2, San Francisco, CA, 94110",679000,1.0,1.0,716.0,SINGLE_FAMILY,San Francisco
"1385-1387 Vallejo St, San Francisco, CA, 94109",1700000,6.0,3.0,2832.0,MULTI_FAMILY,San Francisco
"1828 Grove St, San Francisco, CA, 94117",1351000,2.0,1.0,,SINGLE_FAMILY,San Francisco
"1252 Filbert St, San Francisco, CA, 94109",2300000,,2.0,0.0,MULTI_FAMILY,San Francisco
"294 Parker Ave, San Francisco, CA, 94118",900000,1.0,1.0,1005.0,CONDOS,San Francisco
"147 Goethe St, San Francisco, CA, 94112",159000,,,,LAND,San Francisco
"135 San Rafael Way, San Francisco, CA, 94127",1769000,2.0,1.0,1570.0,SINGLE_FAMILY,San Francisco
"333 Beale St Apt 5I, San Francisco, CA, 94105",1098000,1.0,2.0,1114.0,CONDOS,San Francisco
"531 Munich St, San Francisco, CA, 94112",950000,3.0,2.0,1779.0,OTHER,San Francisco
"2030 Filbert St, San Francisco, CA, 94123",2100000,3.0,3.0,1900.0,CONDOS,San Francisco
"3953 24th St Apt 3, San Francisco, CA, 94114",815000,1.0,2.0,813.0,CONDOS,San Francisco
"77 Caine Ave, San Francisco, CA, 94112",1900000,5.0,3.0,2565.0,SINGLE_FAMILY,San Francisco
"2364 Pacific Ave Apt 8, San Francisco, CA, 94115",879000,,,,,San Francisco
"1747 Church St, San Francisco, CA, 94131",1300000,,1.0,2275.0,OTHER,San Francisco
"425 1st St Unit 4208, San Francisco, CA, 94105",965000,1.0,1.0,755.0,CONDOS,San Francisco
"2125 Bryant St Apt 6, San Francisco, CA, 94110",309854,2.0,2.0,1183.0,CONDOS,San Francisco
"718 Long Bridge St Apt 1401, San Francisco, CA, 94158",1676500,2.0,2.0,,CONDOS,San Francisco
"4134-4136 Fulton St, San Francisco, CA, 94121",2200000,4.0,4.0,3220.0,MULTI_FAMILY,San Francisco
"1688 Pine St Unit E709, San Francisco, CA, 94109",770000,1.0,1.0,639.0,CONDOS,San Francisco
"1523 12th Ave, San Francisco, CA, 94122",1200000,,2.0,2400.0,MULTI_FAMILY,San Francisco
"3294 Clay St Apt 6, San Francisco, CA, 94115",2462500,3.0,2.0,2006.0,CONDOS,San Francisco
"555 4th St Unit 911, San Francisco, CA, 94107",600000,1.0,1.0,563.0,CONDO,San Francisco
"1420 6th Ave, San Francisco, CA, 94122",2960000,5.0,4.0,2400.0,SINGLE_FAMILY,San Francisco
"245 Scott St, San Francisco, CA, 94117",2335000,5.0,4.0,4060.0,MULTI_FAMILY,San Francisco
"537 Russia Ave, San Francisco, CA, 94112",900000,2.0,1.0,1137.0,SINGLE_FAMILY,San Francisco
"18 Carson St, San Francisco, CA, 94114",2315000,4.0,3.0,2265.0,SINGLE_FAMILY,San Francisco
"3925 Sacramento St, San Francisco, CA, 94118",146500,,1.0,1082.0,OTHER,San Francisco
"2488 Fulton St # 2484, San Francisco, CA, 94118",1045000,7.0,7.0,4340.0,OTHER,San Francisco
"20 Rossmoor Dr, San Francisco, CA, 94132",2305000,3.0,2.0,2634.0,SINGLE_FAMILY,San Francisco
"1165 Holloway Ave, San Francisco, CA, 94132",1180000,2.0,1.0,1110.0,SINGLE_FAMILY,San Francisco
"1019 Woolsey St, San Francisco, CA, 94134",1108000,2.0,1.0,1037.0,SINGLE_FAMILY,San Francisco
"845 Montgomery St Unit B, San Francisco, CA, 94133",1300000,,,985.0,CONDO,San Francisco
"1685 Page St, San Francisco, CA, 94117",1510000,2.0,1.0,1330.0,CONDOS,San Francisco
"4532 Irving St, San Francisco, CA, 94122",1200000,8.0,4.0,3626.0,MULTI_FAMILY,San Francisco
"467 Melrose Ave, San Francisco, CA, 94127",2650000,4.0,5.0,3000.0,SINGLE_FAMILY,San Francisco
"635 32nd Ave, San Francisco, CA, 94121",1965000,3.0,2.0,2010.0,SINGLE_FAMILY,San Francisco
"456 Los Palmos Dr, San Francisco, CA, 94127",1875000,4.0,3.0,2120.0,SINGLE_FAMILY,San Francisco
"2119 16th Ave, San Francisco, CA, 94116",90000,,,,OTHER,San Francisco
"90 Arago St, San Francisco, CA, 94112",1300000,3.0,2.0,1428.0,SINGLE_FAMILY,San Francisco
"8 Buchanan St Unit 414, San Francisco, CA, 94102",925000,2.0,1.0,1102.0,CONDOS,San Francisco
"174 Granville Way, San Francisco, CA, 94127",2600000,4.0,3.0,2433.0,SINGLE_FAMILY,San Francisco
"301 Green St, San Francisco, CA, 94133",1796850,6.0,4.0,2908.0,MULTI_FAMILY,San Francisco
"271 Prague St, San Francisco, CA, 94112",780000,,1.0,1000.0,SINGLE_FAMILY,San Francisco
"318 Spear St Unit 3H, San Francisco, CA, 94105",407500,1.0,1.0,837.0,CONDO,San Francisco
"1647 Cabrillo St, San Francisco, CA, 94121",838000,,6.0,3550.0,OTHER,San Francisco
"1168 Clay St, San Francisco, CA, 94108",1650000,2.0,2.0,1690.0,SINGLE_FAMILY,San Francisco
"1630 9th Ave, San Francisco, CA, 94122",1950000,3.0,1.0,1600.0,SINGLE_FAMILY,San Francisco
"829 Folsom St Unit 200, San Francisco, CA, 94107",470000,1.0,1.0,837.0,CONDOS,San Francisco
"115 Encline Ct, San Francisco, CA, 94127",1725000,3.0,2.0,1582.0,SINGLE_FAMILY,San Francisco
"1164 Clay St, San Francisco, CA, 94108",1650000,9.0,7.0,5662.0,MULTI_FAMILY,San Francisco
"3092 Cesar Chavez St, San Francisco, CA, 94110",1189000,3.0,1.0,1700.0,SINGLE_FAMILY,San Francisco
"1371 Palou Ave, San Francisco, CA, 94124",780000,2.0,1.0,1000.0,SINGLE_FAMILY,San Francisco
"730 Vermont St Unit 1, San Francisco, CA, 94107",1975000,3.0,3.0,1797.0,CONDO,San Francisco
"11 Sparta St, San Francisco, CA, 94134",1080000,3.0,2.0,1965.0,SINGLE_FAMILY,San Francisco
"24 White St, San Francisco, CA, 94109",2100000,2.0,2.0,1674.0,SINGLE_FAMILY,San Francisco
"271-273 23rd Ave, San Francisco, CA, 94121",1650000,6.0,2.0,3060.0,MULTI_FAMILY,San Francisco
"50 Lansing St Unit 403, San Francisco, CA, 94105",890000,2.0,2.0,1065.0,CONDOS,San Francisco
"1812-1816 Green St, San Francisco, CA, 94123",3915000,3.0,5.0,3458.0,MULTI_FAMILY,San Francisco
"50 Perine Pl, San Francisco, CA, 94115",1650000,2.0,2.0,,SINGLE_FAMILY,San Francisco
"178 Parnassus Ave, San Francisco, CA, 94117",1270000,2.0,1.0,1450.0,CONDOS,San Francisco
"436 Page St, San Francisco, CA, 94102",1070000,2.0,1.0,1233.0,CONDOS,San Francisco
"4657 18th St, San Francisco, CA, 94114",1295000,2.0,1.0,1080.0,CONDOS,San Francisco
"3023 Alemany Blvd, San Francisco, CA, 94112",1350000,4.0,3.0,2050.0,SINGLE_FAMILY,San Francisco
"440 Ortega St, San Francisco, CA, 94122",1750000,4.0,1.0,1895.0,SINGLE_FAMILY,San Francisco
"2124 18th Ave, San Francisco, CA, 94116",1488000,2.0,1.0,1430.0,SINGLE_FAMILY,San Francisco
"24 Mirabel Ave, San Francisco, CA, 94110",1585000,2.0,1.0,,SINGLE_FAMILY,San Francisco
"19 Gaviota Way, San Francisco, CA, 94127",2100000,3.0,2.0,2086.0,SINGLE_FAMILY,San Francisco
"480 Mission Bay Blvd N Unit 1505, San Francisco, CA, 94158",2550000,3.0,2.0,1921.0,CONDO,San Francisco
"1688 Pine St # 709, San Francisco, CA, 94109",770000,1.0,1.0,639.0,CONDO,San Francisco
"38 Bryant St Unit 405, San Francisco, CA, 94105",1050000,2.0,2.0,1429.0,TOWNHOMES,San Francisco
"119 Madrid St, San Francisco, CA, 94112",1200000,3.0,2.0,1275.0,SINGLE_FAMILY,San Francisco
"2101 Beach St Apt 302, San Francisco, CA, 94123",780000,1.0,1.0,708.0,CONDOS,San Francisco
"301 Bryant St Apt 201, San Francisco, CA, 94107",1200000,2.0,2.0,1268.0,CONDOS,San Francisco
"31-33 Cuvier St, San Francisco, CA, 94112",1830000,7.0,3.0,2859.0,MULTI_FAMILY,San Francisco
"1000 N Point St Apt 308, San Francisco, CA, 94109",388000,0.0,1.0,354.0,CONDOS,San Francisco
"1839 18th Ave, San Francisco, CA, 94122",2150000,4.0,2.0,2263.0,SINGLE_FAMILY,San Francisco
"2310 Wawona St, San Francisco, CA, 94116",2550000,4.0,3.0,2728.0,SINGLE_FAMILY,San Francisco
"2237-2239 Pine St, San Francisco, CA, 94115",1510000,5.0,4.0,2638.0,MULTI_FAMILY,San Francisco
"1850 Laguna St, San Francisco, CA, 94115",4200000,4.0,3.0,2615.0,SINGLE_FAMILY,San Francisco
"301 Mission St Apt 20E, San Francisco, CA, 94105",820000,1.0,2.0,1027.0,CONDOS,San Francisco
"369-371 21st Ave, San Francisco, CA, 94121",2015000,8.0,,4038.0,MULTI_FAMILY,San Francisco
"2311 42nd Ave, San Francisco, CA, 94116",1300000,,1.0,1011.0,SINGLE_FAMILY,San Francisco
